,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age
2421,3.0,2.5,1690,9626,2.0,0,1,3,1690,0,0.9987,36
2997,5.0,4.0,7320,217800,2.0,0,1,3,7320,0,1.0,28
3123,3.0,1.0,1150,3000,1.0,0,1,5,1150,0,1.0,114
2142,3.0,3.5,1360,1419,2.0,0,1,3,1040,320,1.0,13
1075,4.0,1.75,1560,31299,1.0,0,1,4,1560,0,1.0006,55
3324,4.0,5.0,4110,43560,2.0,0,1,4,4110,0,0.9981,20
3764,5.0,3.0,2300,8214,2.0,0,1,3,2300,0,1.0006,97
2537,4.0,2.75,3070,7201,2.0,0,1,3,3070,0,1.0,14
3836,3.0,2.0,2140,7200,1.0,0,1,4,1480,660,1.0006,54
2057,3.0,2.5,1860,6607,2.0,0,1,3,1860,0,1.0013,31
1479,3.0,1.5,1950,15954,1.0,0,1,4,1950,0,1.0013,61
3458,4.0,4.25,3500,8750,1.0,0,5,5,2140,1360,0.9994,69
2703,4.0,2.5,2980,8107,2.0,0,1,3,2980,0,0.9981,20
246,5.0,2.5,2910,9636,1.0,0,1,4,1690,1220,0.9981,56
684,3.0,1.75,1180,14292,1.0,0,1,3,1180,0,0.9987,7
881,3.0,2.5,2140,8925,2.0,0,1,3,2140,0,0.9981,29
1407,4.0,1.5,1720,6417,1.0,0,1,3,1720,0,1.0,67
4287,4.0,1.0,1550,7740,1.5,0,1,3,1550,0,1.0,15
887,4.0,2.5,4120,22370,2.0,0,1,3,4120,0,0.9981,23
3146,2.0,1.75,1370,5125,1.0,0,1,5,1370,0,1.0,76
1202,3.0,1.5,1240,11200,1.0,0,1,4,1240,0,0.9981,41
2118,3.0,2.25,1270,1213,2.0,0,1,3,1040,230,1.0,15
629,3.0,1.75,1700,17355,1.0,0,1,3,1200,500,0.9994,42
2269,3.0,3.0,3760,8500,2.5,0,4,4,3060,700,1.0,110
2188,3.0,1.0,1590,13000,1.5,0,1,3,1590,0,1.0006,76
3185,2.0,1.75,1760,4400,1.0,0,1,4,880,880,1.0,90
3919,4.0,2.25,1900,7200,1.0,0,1,3,1370,530,1.0006,16
1096,4.0,1.75,2670,189486,2.0,0,5,3,2670,0,1.0006,18
3265,4.0,3.25,2050,5000,2.0,0,1,4,1370,680,1.0,33
4302,4.0,2.5,1850,5040,1.0,0,1,3,1230,620,1.0,7
2449,3.0,2.0,2420,38781,1.0,0,1,5,1210,1210,0.9987,71
3079,1.0,1.0,590,833,1.0,0,1,4,590,0,1.0,27
2468,4.0,3.75,4740,126759,2.0,0,1,4,4740,0,0.9987,29
3249,4.0,3.25,3660,5800,2.5,0,1,3,3360,300,1.0,25
4363,5.0,3.0,2480,10090,1.0,0,1,3,1300,1180,1.0019,17
3315,4.0,2.5,2130,7300,1.0,0,1,4,1230,900,0.9981,57
3338,2.0,1.0,910,6232,1.0,0,1,3,910,0,1.0,18
1717,3.0,2.5,2600,4750,1.0,0,1,4,1700,900,1.0,21
2966,2.0,1.0,910,9869,1.0,0,1,3,910,0,1.0,20
2087,4.0,2.25,2060,11385,1.0,0,1,4,1200,860,1.0013,58
3154,2.0,1.0,1440,3225,1.0,0,1,3,960,480,1.0,105
1532,1.0,1.5,1010,5750,1.0,0,1,3,1010,0,1.0,72
1255,4.0,2.25,3550,13900,1.0,0,1,3,1830,1720,0.9981,10
4500,4.0,1.0,1920,13787,1.0,0,1,4,1220,700,1.0013,54
3760,3.0,1.5,1220,7300,1.0,0,1,3,1220,0,1.0006,7
4561,2.0,1.0,900,423838,1.0,0,3,5,900,0,0.9994,95
210,3.0,2.5,1660,6263,2.0,0,1,3,1660,0,1.0,17
3075,4.0,2.75,2310,4020,3.0,0,1,5,2310,0,1.0,41
4218,4.0,3.25,3770,4103,2.0,0,1,5,2710,1060,1.0,95
1460,3.0,2.0,1970,9600,1.0,0,1,4,1300,670,1.0013,53
4150,3.0,1.75,1280,7524,1.5,0,1,4,1280,0,1.0006,32
4158,4.0,2.5,1840,5550,2.0,0,1,3,1840,0,1.0006,17
2626,4.0,3.25,3960,7012,2.0,0,1,3,3960,0,0.9981,15
4381,3.0,2.0,1410,7998,1.0,0,1,4,1410,0,1.0019,19
1992,3.0,2.0,1410,9600,1.0,0,1,4,1410,0,0.9981,37
2763,4.0,2.0,1770,6000,2.0,0,1,5,1770,0,1.0,39
1242,3.0,2.25,3230,17833,2.0,0,1,4,3230,0,0.9981,47
958,3.0,1.75,1390,10905,1.0,0,1,3,860,530,1.0,20
106,4.0,2.25,2280,6660,1.5,0,3,3,1960,320,1.0,36
2876,3.0,2.0,2120,4080,2.0,0,1,3,2120,0,0.9987,17
2756,3.0,3.25,1320,1327,2.0,0,1,3,1040,280,1.0,12
3599,2.0,1.75,2320,5500,1.5,0,3,3,1720,600,1.0,20
1732,5.0,3.0,2450,4591,2.0,0,1,3,2450,0,1.0,26
2746,5.0,2.5,2160,7737,2.0,0,1,3,2160,0,0.9981,14
4290,3.0,2.5,1800,2700,2.0,0,1,3,1800,0,1.0,9
1796,3.0,2.5,1350,1186,2.0,0,1,3,1120,230,1.0,13
3421,3.0,1.5,1840,9990,2.0,0,1,5,1840,0,0.9994,59
4042,4.0,3.75,3160,9525,2.5,0,1,3,3160,0,0.9994,23
4194,4.0,3.0,2240,6000,1.5,0,1,4,1270,970,1.0,75
3160,3.0,3.25,1410,1246,3.0,0,1,3,1410,0,1.0,15
336,3.0,1.75,1620,8645,1.0,0,1,3,1190,430,0.9974,7
1446,3.0,2.25,2060,38377,1.0,0,1,4,1560,500,1.0013,20
2397,5.0,3.0,3480,57499,1.0,0,1,4,2340,1140,0.9987,28
2666,3.0,1.75,2720,149410,1.5,0,1,3,2720,0,0.9987,20
644,4.0,2.75,3000,5470,2.0,0,1,3,3000,0,0.9994,15
1758,3.0,2.5,1590,2550,3.0,0,1,3,1590,0,1.0,35
178,3.0,2.5,1950,8130,2.0,0,1,4,1950,0,1.0,30
1081,3.0,3.5,4500,21870,2.0,0,1,3,4500,0,1.0006,17
2233,2.0,1.0,1320,4520,1.0,0,2,3,1320,0,1.0,49
775,4.0,2.25,2070,39446,1.0,0,1,3,1470,600,1.0,16
2487,3.0,2.25,2120,15003,2.0,0,1,3,2120,0,1.0,36
2564,4.0,3.0,3720,15048,3.0,0,1,3,3720,0,1.0,6
4122,2.0,1.0,1300,11867,1.5,0,1,4,1300,0,0.9994,45
1967,3.0,1.75,1930,36210,1.0,0,1,3,1930,0,0.9981,16
3708,4.0,2.5,2700,6998,2.0,0,1,3,2700,0,1.0026,19
911,3.0,1.75,1440,11787,1.0,0,1,3,1440,0,0.9981,11
3034,5.0,3.5,2800,5120,2.5,0,1,3,2800,0,1.0,15
0,3.0,1.5,1340,7912,1.5,0,1,3,1340,0,1.0,15
2141,5.0,2.75,2870,4461,1.0,0,1,3,1650,1220,1.0,44
3756,4.0,2.75,2190,14937,2.0,0,1,3,2190,0,1.0006,27
3291,4.0,3.25,2980,3600,2.0,0,1,3,2150,830,1.0,21
774,3.0,1.0,1320,7341,1.0,0,1,3,1320,0,1.0,38
111,3.0,2.5,1520,2208,2.0,0,1,3,1040,480,1.0,13
1529,3.0,2.5,3310,5300,2.0,0,3,3,2440,870,1.0,12
2283,3.0,1.75,1660,6250,1.0,0,1,3,830,830,1.0,40
4484,4.0,2.75,1970,37026,1.0,0,1,4,1970,0,0.9981,19
2536,4.0,2.5,2940,10382,2.0,0,1,4,2940,0,1.0,29
2863,2.0,2.0,2280,6815,1.0,0,1,3,2280,0,0.9987,18
3187,3.0,2.25,2140,3000,2.0,0,1,3,2140,0,1.0,14
3363,4.0,1.75,2200,7475,1.0,0,1,5,1100,1100,1.0,65
1343,3.0,2.25,1920,8223,2.0,0,1,4,1920,0,0.9987,31
270,4.0,2.25,2160,9593,1.0,0,1,3,2160,0,0.9981,10
3576,5.0,3.75,2890,5000,1.0,0,1,3,1310,1580,1.0,14
1463,4.0,2.5,2660,12672,1.0,0,1,4,1740,920,1.0013,19
1646,4.0,2.5,1900,5790,2.0,0,1,3,1900,0,0.9981,26
3768,3.0,1.0,1310,9612,1.0,0,1,3,960,350,1.0006,17
4373,5.0,3.0,2840,7199,1.0,0,1,3,1710,1130,1.0019,17
3870,4.0,2.25,2890,18226,3.0,1,5,3,2890,0,1.0006,36
3922,3.0,1.0,1040,5000,1.0,0,1,3,1040,0,1.0006,31
3674,2.0,1.0,900,8580,1.0,0,1,3,900,0,1.0026,102
3684,5.0,1.5,1510,9078,1.0,0,1,4,1510,0,1.0026,61
1077,3.0,2.25,1680,35127,2.0,0,1,3,1680,0,1.0006,20
3296,4.0,3.25,2500,5801,1.5,0,1,3,1960,540,1.0,17
3300,4.0,3.25,4700,38412,2.0,0,1,3,3420,1280,0.9981,42
1203,4.0,2.5,2350,8001,2.0,0,1,4,2350,0,0.9981,33
2810,4.0,3.5,3960,6654,2.0,0,1,3,2850,1110,1.0,14
1394,3.0,1.5,1650,9957,1.0,0,1,4,1100,550,1.0,19
4047,4.0,2.5,3150,13700,2.0,0,1,4,3150,0,0.9994,54
4026,5.0,4.5,5190,23716,2.0,0,3,3,3390,1800,0.9994,20
155,3.0,2.25,2450,42180,1.0,0,1,4,2450,0,1.0,20
3563,4.0,1.75,1700,20283,1.5,0,1,3,1340,360,0.9987,27
4275,3.0,1.0,1270,4000,1.5,0,3,3,1270,0,1.0,66
3364,3.0,1.0,1070,7140,1.0,0,1,3,1070,0,1.0,31
2516,4.0,1.5,2020,7560,1.0,0,1,4,2020,0,1.0,19
1358,3.0,2.5,1232,1130,3.0,0,1,3,1232,0,1.0,13
2435,3.0,3.0,2470,36445,2.0,0,1,4,2470,0,0.9987,40
2491,4.0,1.75,2020,7865,1.0,0,1,4,1010,1010,1.0,57
1888,3.0,1.75,1510,8301,1.0,0,1,3,1510,0,0.9987,9
4358,6.0,2.25,3206,5793,2.0,0,1,3,3206,0,1.0013,108
3171,4.0,2.75,2610,4160,3.0,0,1,5,1910,700,1.0,110
753,2.0,1.0,1060,7200,1.0,0,1,4,1060,0,1.0,21
2106,2.0,1.0,800,4850,1.0,0,1,4,800,0,1.0,76
1673,4.0,2.5,2700,9122,2.0,0,1,3,2700,0,0.9981,11
4274,2.0,1.0,1140,1730,1.5,0,1,3,1010,130,1.0,13
4439,2.0,1.0,950,7954,1.0,0,1,4,950,0,1.0,22
372,4.0,2.75,3150,38865,1.0,0,1,3,2480,670,0.9974,34
2115,3.0,2.25,1520,1221,3.0,0,1,3,1520,0,1.0,97
1749,4.0,1.75,1280,6060,1.0,0,1,3,860,420,1.0,17
3640,4.0,2.0,1880,3840,1.0,0,1,3,970,910,1.0,116
1723,2.0,1.0,720,6687,1.0,0,1,3,720,0,1.0,21
4415,3.0,1.75,1690,1468,2.0,0,1,3,1380,310,1.0,12
2408,3.0,1.0,1180,43124,1.0,0,1,4,1180,0,0.9987,61
2681,4.0,3.0,3720,57499,1.0,0,1,3,1880,1840,0.9987,17
2329,5.0,3.75,4130,226076,2.0,0,1,3,3170,960,0.9987,35
592,4.0,2.5,2240,3712,2.0,0,1,3,2240,0,0.9994,6
2989,3.0,1.75,2410,8944,1.0,0,1,4,1860,550,1.0,53
2396,3.0,2.25,1445,1606,2.0,0,1,3,1300,145,0.9987,17
2617,3.0,2.5,2260,4165,2.0,0,1,3,2260,0,0.9981,15
4023,5.0,2.5,3160,11470,1.0,0,1,4,1780,1380,0.9994,49
3073,3.0,2.25,1900,3960,1.5,0,1,3,1200,700,1.0,10
288,4.0,3.5,4210,10308,2.0,0,1,3,4210,0,0.9981,14
1499,3.0,1.0,1040,6250,1.0,0,1,3,1040,0,1.0,21
3525,5.0,2.0,2310,13430,1.5,0,1,4,2310,0,0.9981,54
2732,4.0,2.5,2410,4780,2.0,0,1,3,2410,0,0.9981,20
1964,4.0,2.75,2430,20720,1.0,0,1,3,2430,0,0.9981,9
867,4.0,2.5,2990,5669,2.0,0,1,3,2990,0,0.9981,17
240,4.0,2.5,3490,5000,2.0,0,1,3,3490,0,1.0,17
4091,3.0,2.75,2760,8476,1.0,0,1,4,1690,1070,0.9994,53
4278,3.0,1.5,2600,5085,1.0,0,1,4,1400,1200,1.0,19
82,8.0,2.75,2790,6695,1.0,0,1,3,1470,1320,1.0,16
3885,2.0,1.0,740,11250,1.0,0,1,2,740,0,1.0006,82
1734,4.0,2.5,2210,4861,2.0,0,1,3,2210,0,1.0,97
4530,3.0,2.25,1230,7420,1.5,0,1,5,1230,0,1.0013,107
71,3.0,3.25,1630,1677,3.0,0,1,3,1630,0,1.0,13
2073,3.0,1.75,1840,7300,1.0,0,1,3,1840,0,1.0013,57
707,4.0,2.5,2430,5203,2.0,0,1,3,2430,0,1.0,17
1100,4.0,3.0,2560,5606,2.0,0,1,3,2560,0,1.0006,17
508,3.0,1.0,1050,5664,1.0,0,1,4,910,140,1.0,32
2474,3.0,2.5,1930,10460,2.0,0,1,3,1930,0,1.0,24
2074,3.0,2.5,2238,7209,2.0,0,1,3,2238,0,1.0013,9
961,2.0,2.5,1160,2174,2.0,0,1,3,1160,0,1.0,14
2278,4.0,2.5,3160,4620,1.5,0,5,3,2020,1140,1.0,15
832,4.0,3.5,3150,5500,2.0,0,1,3,3150,0,1.0,6
854,4.0,2.75,2550,7636,1.0,0,1,3,1440,1110,0.9981,34
4182,3.0,1.75,1400,6956,1.0,0,1,4,1400,0,1.0006,19
994,4.0,1.0,1200,6000,1.5,0,1,3,1200,0,1.0,22
2173,2.0,1.0,700,10540,1.0,0,1,3,700,0,1.0006,67
17,4.0,1.75,2010,8625,1.0,0,1,4,1340,670,1.0,19
884,4.0,2.25,2180,7297,2.0,0,1,3,2180,0,0.9981,36
2653,4.0,2.75,2600,36583,1.0,0,1,5,1580,1020,0.9981,44
3412,2.0,1.75,2430,23400,1.0,0,5,3,2430,0,0.9994,26
3561,5.0,3.0,2795,15101,2.0,0,1,3,2795,0,0.9987,24
2267,4.0,1.5,1770,5750,2.0,0,1,3,1770,0,1.0,8
1715,4.0,2.5,2770,10274,2.0,0,1,3,2770,0,0.9981,31
1795,3.0,1.0,1120,2300,1.0,0,1,4,820,300,1.0,31
761,3.0,1.0,1250,6180,1.5,0,1,3,1250,0,1.0,15
2146,2.0,1.0,860,2599,1.0,0,1,4,860,0,1.0,119
208,3.0,1.75,1230,9600,1.0,0,1,4,1230,0,1.0,36
2167,1.0,1.0,1100,4373,1.0,0,1,2,820,280,1.0006,73
1379,3.0,2.5,1480,8381,1.0,0,1,4,1480,0,1.0,52
2792,3.0,2.25,1230,1238,2.0,0,1,3,1080,150,1.0,11
1270,5.0,3.25,3760,9792,2.0,0,1,3,2550,1210,0.9981,36
1158,2.0,1.75,1440,5680,1.0,0,1,4,1440,0,1.0006,20
3847,3.0,1.5,1250,7700,1.0,0,1,5,1250,0,1.0006,52
2784,3.0,1.5,1270,1318,2.0,0,1,3,1080,190,1.0,17
3138,3.0,2.75,2280,4280,1.0,0,1,5,1280,1000,1.0,103
3033,3.0,2.5,1700,4105,2.0,0,1,3,1700,0,1.0,28
3947,3.0,1.75,1650,12940,1.0,0,1,4,1650,0,0.9994,19
3704,3.0,1.0,1640,18144,1.5,0,1,3,1640,0,1.0026,21
76,2.0,1.0,720,11400,1.0,0,1,5,720,0,1.0,69
477,5.0,3.0,2750,3800,1.5,0,1,5,1750,1000,1.0,94
1150,4.0,2.0,2120,8701,1.5,0,1,4,2120,0,1.0006,19
2577,5.0,2.75,2670,3800,2.0,0,1,3,2670,0,1.0,6
633,4.0,2.5,2280,5000,2.0,0,1,3,2280,0,0.9994,14
2875,4.0,2.5,4270,43386,1.0,0,1,3,2680,1590,0.9987,29
451,4.0,2.0,2560,7798,1.0,0,1,4,1890,670,1.0,32
3605,4.0,1.75,1720,4240,1.5,0,1,4,1460,260,1.0,52
2752,4.0,2.5,3340,8930,2.0,0,3,3,3340,0,0.9981,21
514,4.0,2.0,1800,2970,1.0,0,1,4,1000,800,1.0,97
2409,4.0,3.5,3070,4684,2.0,0,1,3,2190,880,0.9987,11
1879,5.0,1.5,1900,10226,1.0,0,1,3,1130,770,0.9987,16
606,4.0,2.5,2040,109336,1.5,0,1,4,2040,0,0.9994,47
2692,4.0,3.5,3400,5196,2.0,0,1,3,3400,0,0.9981,108
2459,3.0,1.75,1040,9000,1.0,0,1,4,1040,0,0.9987,53
701,4.0,3.5,3650,38546,2.0,0,1,3,2550,1100,0.9987,24
1613,4.0,2.5,2190,9880,1.0,0,1,4,1410,780,0.9981,41
4267,3.0,2.5,1480,1663,2.0,0,1,3,1180,300,1.0,108
760,3.0,1.5,2330,11740,1.0,0,1,3,1330,1000,1.0,15
1494,3.0,1.0,1290,5500,1.0,0,1,3,980,310,1.0,26
4065,3.0,1.75,1540,10800,1.0,0,1,5,770,770,0.9994,73
2585,4.0,2.5,3290,6465,2.0,0,1,3,3290,0,0.9981,18
2607,3.0,2.25,2675,40910,2.0,0,1,3,2675,0,0.9981,36
3100,3.0,3.25,1410,1253,3.0,0,1,3,1410,0,1.0,15
2289,3.0,1.5,1390,48257,1.0,0,1,3,1390,0,0.9987,7
2896,2.0,1.0,1200,24792,2.0,0,1,2,1200,0,0.9987,44
264,3.0,1.75,1300,8800,1.0,0,1,4,1300,0,0.9981,57
3630,2.0,1.5,1200,1259,2.0,0,1,3,1000,200,1.0,97
2815,4.0,2.75,2600,5390,1.0,0,1,4,1300,1300,1.0,19
3702,3.0,2.0,1340,8505,1.0,0,1,3,1340,0,1.0026,89
593,3.0,2.5,2340,59058,1.0,0,1,3,2340,0,0.9994,35
3923,4.0,1.0,1290,5000,1.5,0,1,3,1290,0,1.0006,20
1827,4.0,2.25,2500,4046,1.5,0,1,4,1520,980,1.0,19
2031,3.0,1.75,1140,9628,1.0,0,1,4,1140,0,1.0013,51
3572,3.0,1.0,1340,306848,1.0,0,1,3,1340,0,0.9987,67
4226,3.0,1.75,1490,6930,1.0,0,1,4,1490,0,1.0006,30
3122,2.0,1.0,1030,4841,1.0,0,1,3,920,110,1.0,51
1162,3.0,3.25,3050,18892,1.0,1,5,4,1650,1400,1.0006,58
3096,3.0,2.5,1540,1614,3.0,0,1,3,1470,70,1.0,12
3884,3.0,1.0,910,6000,1.0,0,1,2,910,0,1.0006,64
2294,5.0,2.25,1970,15247,1.0,0,1,3,1450,520,0.9987,34
675,4.0,3.75,2810,10840,2.0,0,3,4,2070,740,0.9987,26
3308,3.0,2.25,3020,43560,2.0,0,1,3,2720,300,0.9981,10
2850,4.0,2.75,3500,7200,2.0,0,1,3,3500,0,0.9987,15
4453,4.0,2.0,1510,4235,1.0,0,1,3,1510,0,1.0,15
1972,3.0,2.75,2930,5569,1.0,0,1,3,1860,1070,0.9981,17
2893,4.0,1.75,2420,37800,1.0,0,1,4,1880,540,0.9987,39
2504,4.0,3.5,4140,13392,2.0,0,1,3,4140,0,1.0,20
3292,4.0,2.25,2920,6513,2.0,0,1,4,2260,660,1.0,83
3758,4.0,2.5,3170,10688,2.0,0,3,3,3170,0,1.0006,19
3168,4.0,2.5,2750,4800,2.0,0,1,3,1960,790,1.0,15
161,3.0,2.5,2090,4700,2.0,0,1,3,2090,0,1.0,18
2451,4.0,1.75,1450,8450,1.0,0,1,3,1450,0,0.9987,8
875,4.0,2.5,2720,10000,2.0,0,1,3,2720,0,0.9981,20
334,3.0,1.5,1110,9762,1.0,0,1,4,1110,0,0.9974,57
663,3.0,2.5,1920,15124,2.0,0,1,3,1920,0,0.9987,25
2191,3.0,2.25,2670,7500,1.0,0,1,4,1640,1030,1.0006,54
1372,4.0,2.5,3190,11375,1.0,0,1,5,2210,980,1.0,74
2619,3.0,2.5,1900,6224,2.0,0,1,3,1900,0,0.9981,15
2030,4.0,2.5,1990,6671,2.0,0,1,3,1990,0,1.0013,31
1381,3.0,1.75,1640,13500,1.0,0,1,3,1110,530,1.0,24
3056,3.0,1.0,1320,3625,2.0,0,1,3,1320,0,1.0,15
3457,3.0,1.0,1410,8053,1.0,0,1,4,1410,0,0.9994,21
3289,4.0,1.5,2550,5055,2.0,0,1,4,2550,0,1.0,110
2972,4.0,2.75,2250,7412,1.0,0,1,4,1480,770,1.0,45
808,5.0,3.0,2170,2440,1.5,0,1,4,1450,720,1.0,54
375,3.0,2.25,2910,10204,2.0,0,1,3,2910,0,0.9974,11
2187,4.0,1.75,2220,6500,2.0,0,4,4,2220,0,1.0006,56
3751,2.0,2.5,1150,2064,2.0,0,1,3,1150,0,1.0006,17
810,4.0,2.75,1550,4000,1.5,0,1,3,1550,0,1.0,23
1941,3.0,1.0,1450,7200,1.0,0,1,3,1010,440,0.9987,10
603,4.0,2.5,1880,7965,2.0,0,1,3,1880,0,0.9994,20
1618,5.0,2.0,2800,17788,1.0,0,1,4,1400,1400,0.9981,57
4326,3.0,1.0,1200,7800,1.0,0,1,4,1200,0,1.0,41
2071,3.0,1.0,1320,8450,1.0,0,1,3,880,440,1.0013,16
2749,3.0,2.5,1450,3748,2.0,0,1,3,1450,0,0.9981,17
3983,4.0,2.25,2350,18600,2.0,0,1,4,2350,0,0.9994,43
2044,4.0,3.25,4240,25639,2.0,0,4,3,3550,690,1.0013,31
4411,3.0,1.75,950,6000,1.0,0,1,3,790,160,1.0,51
4577,3.0,1.75,1940,7500,1.5,0,1,4,1940,0,0.9994,35
738,4.0,1.0,1150,8184,1.5,0,1,3,1150,0,1.0,8
1826,3.0,1.5,1500,5000,1.5,0,1,4,1140,360,1.0,93
2009,3.0,1.0,990,9798,1.0,0,1,3,990,0,0.9981,23
268,3.0,1.0,1110,12150,1.0,0,1,4,1110,0,0.9981,19
943,2.0,1.0,720,5040,1.0,0,1,3,720,0,1.0,15
2910,3.0,2.5,2630,5827,2.0,0,1,3,2630,0,0.9987,19
2471,3.0,2.5,1790,3078,2.0,0,1,3,1790,0,0.9987,10
3346,3.0,1.0,1240,4842,1.0,0,1,4,1240,0,1.0,104
4339,4.0,1.5,2130,8800,1.0,0,1,3,1100,1030,1.0013,17
3030,3.0,1.75,2010,4905,1.0,0,1,5,1230,780,1.0,108
2225,4.0,2.75,2600,6050,2.0,0,1,5,1960,640,1.0,71
3693,2.0,1.5,1820,8867,2.0,0,1,3,1820,0,1.0026,20
763,3.0,1.0,1110,8593,1.0,0,1,3,1110,0,1.0,6
4380,2.0,1.0,710,7200,1.0,0,1,3,710,0,1.0019,18
2751,4.0,2.75,3710,7984,2.0,0,1,3,3710,0,0.9981,21
4330,2.0,1.0,670,6300,1.0,0,1,5,670,0,1.0,78
3967,4.0,2.5,2807,9430,2.0,0,1,3,2807,0,0.9994,24
1859,3.0,2.5,1960,8000,1.0,0,1,4,1290,670,0.9987,43
4348,3.0,1.75,1970,10270,1.0,0,1,4,1970,0,1.0013,54
2148,2.0,0.75,1440,3700,1.0,0,1,3,1200,240,1.0,24
4404,4.0,1.0,1200,7200,1.5,0,1,3,1200,0,1.0019,76
1655,4.0,2.5,2920,9904,2.0,0,1,4,2920,0,0.9981,30
4423,3.0,2.0,1330,6000,1.0,0,1,4,630,700,1.0,49
1092,3.0,2.5,3040,7232,2.0,0,1,3,3040,0,1.0006,17
4153,4.0,1.75,1820,8118,1.0,0,1,4,1080,740,1.0006,40
1830,2.0,1.0,1250,3825,1.0,0,1,3,850,400,1.0,91
640,3.0,2.5,1520,3593,2.0,0,1,3,1520,0,0.9994,17
3268,2.0,1.0,1430,3000,1.5,0,1,3,1300,130,1.0,91
3406,3.0,1.5,2160,9000,1.0,0,3,4,1400,760,0.9994,35
3252,2.0,2.0,1880,5400,1.5,0,1,3,1880,0,1.0,118
409,5.0,2.25,3000,13899,2.0,0,1,4,3000,0,0.9974,45
4511,6.0,5.25,2860,5682,2.0,0,1,3,2860,0,1.0013,42
3767,5.0,2.0,2080,16117,1.0,0,1,5,1740,340,1.0006,61
795,4.0,3.25,3760,10920,1.5,0,1,5,2400,1360,1.0,70
2771,2.0,1.0,1150,4000,1.0,0,1,3,1150,0,1.0,8
2533,3.0,2.5,1530,9406,1.0,0,1,3,1270,260,1.0,27
2154,4.0,1.0,1440,7100,1.5,0,1,3,1440,0,1.0,6
2038,4.0,2.25,1830,9485,1.0,0,1,4,1200,630,1.0013,31
1663,4.0,4.0,4270,6002,2.0,0,4,3,3180,1090,0.9981,17
985,3.0,2.75,1100,750,2.0,0,1,3,780,320,1.0,12
3864,3.0,1.0,1600,7324,1.0,0,1,4,1600,0,1.0006,48
843,3.0,2.5,1790,7167,2.0,0,1,3,1790,0,0.9981,31
4064,5.0,2.75,3100,10014,1.0,0,3,4,1660,1440,0.9994,47
296,4.0,1.75,2300,11700,1.0,0,1,4,1960,340,0.9974,43
3284,1.0,1.25,1100,638,3.0,0,1,3,1100,0,1.0,6
2539,4.0,2.5,3250,5000,2.0,0,1,3,3250,0,1.0,12
1751,4.0,2.0,2850,7861,1.0,0,5,4,1450,1400,1.0,50
212,3.0,2.5,2540,4775,2.0,0,1,3,2540,0,1.0,14
861,4.0,2.75,3488,9614,2.0,0,1,3,3488,0,0.9981,14
1370,4.0,2.75,1240,3867,1.0,0,1,3,800,440,1.0,20
3973,4.0,2.5,2480,16360,1.0,0,1,5,1510,970,0.9994,61
947,3.0,1.5,850,2500,1.0,0,1,3,850,0,1.0,34
4242,4.0,2.5,1660,9760,2.0,0,1,3,1660,0,1.0006,26
759,4.0,3.25,4690,14930,2.0,0,3,3,3680,1010,1.0,25
141,6.0,4.5,3830,4800,3.0,0,1,3,3050,780,1.0,16
737,3.0,1.5,1530,7200,1.0,0,1,3,1530,0,1.0,45
3085,5.0,2.75,1800,3780,1.5,0,1,3,1400,400,1.0,17
2559,3.0,2.5,2490,4540,2.5,0,1,3,2490,0,1.0,108
2530,5.0,2.5,2340,4500,2.0,0,1,3,2340,0,1.0,11
3652,5.0,3.75,5340,10655,2.5,0,4,4,3740,1600,1.0,31
3594,4.0,2.5,2920,7200,1.0,0,4,3,1470,1450,1.0,14
2125,3.0,2.5,2330,1987,2.0,0,5,3,1410,920,1.0,17
1931,3.0,1.75,1300,7030,1.0,0,1,3,1300,0,0.9987,23
1368,7.0,4.5,4140,9066,1.0,0,1,3,2070,2070,1.0,42
1084,4.0,2.5,2490,8124,2.0,0,1,3,2490,0,1.0006,19
3680,2.0,1.0,1500,18540,1.0,0,1,3,1500,0,1.0026,15
436,3.0,1.0,1510,6083,1.0,0,1,4,860,650,1.0,19
3552,4.0,2.5,2170,14024,2.0,0,1,3,2170,0,0.9987,28
4187,3.0,2.5,1630,7700,1.0,0,1,3,1120,510,1.0006,42
1520,3.0,1.0,1210,5750,1.5,0,1,4,1210,0,1.0,110
2872,4.0,2.75,2500,4950,2.0,0,1,3,2500,0,0.9987,10
938,3.0,1.0,1090,6435,1.0,0,1,4,1090,0,1.0,11
3414,4.0,2.5,2340,6420,1.0,0,3,3,1590,750,0.9994,20
3588,2.0,1.0,870,5340,1.5,0,1,2,870,0,1.0,114
1524,3.0,2.25,2870,8170,2.0,0,1,3,2250,620,1.0,25
3636,4.0,2.75,2880,4000,1.5,0,1,3,2100,780,1.0,20
1153,3.0,2.5,2700,9994,1.0,0,4,4,1350,1350,1.0006,61
4562,4.0,3.25,4400,186846,2.0,0,1,4,4400,0,0.9994,27
3535,4.0,2.25,2540,228254,1.0,0,1,3,1450,1090,0.9987,11
3780,3.0,1.5,1460,15000,1.0,0,1,3,1460,0,1.0006,57
1245,7.0,5.5,6630,13782,2.0,0,1,3,4930,1700,0.9981,17
1083,3.0,2.5,2250,7294,2.0,0,1,3,2250,0,1.0006,26
3845,3.0,1.0,1270,7566,1.0,0,1,4,1270,0,1.0006,48
1731,4.0,1.75,2120,4650,1.0,0,2,3,1190,930,1.0,26
