,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age,price
762,3.0,1.0,1010,8184,1.0,0,1,4,1010,0,1.0,32,349000.0
344,4.0,2.5,2150,9070,2.0,0,1,4,2150,0,0.9974,35,615000.0
304,3.0,1.75,1310,9282,1.0,0,1,4,1310,0,0.9974,28,437000.0
3999,5.0,3.75,3090,7415,2.0,0,1,3,3090,0,1.0006,6,540500.0
3114,4.0,2.0,1690,3250,1.5,0,1,3,1550,140,1.0,119,487250.0
4247,6.0,2.25,3040,28535,1.0,0,1,3,1890,1150,1.0006,26,330000.0
3046,3.0,3.25,1540,704,3.0,0,1,3,1540,0,1.0,9,742000.0
970,4.0,2.5,2340,3784,2.0,0,1,3,2340,0,1.0,12,445000.0
1858,3.0,2.25,1770,8165,2.0,0,1,3,1770,0,0.9987,16,420000.0
1958,4.0,2.5,3480,59242,2.0,0,1,3,3480,0,0.9981,20,810000.0
2471,3.0,2.5,1790,3078,2.0,0,1,3,1790,0,0.9987,10,530000.0
3514,4.0,3.75,4350,7965,2.0,0,1,3,4350,0,0.9981,97,2065000.0
3604,4.0,3.5,3480,7232,2.0,0,1,3,2580,900,1.0,10,1505000.0
3815,3.0,2.5,1960,3480,2.0,0,1,3,1960,0,1.0006,17,289950.0
3427,4.0,1.0,1390,10800,1.5,0,1,4,1390,0,0.9994,22,417500.0
3380,3.0,1.0,1100,8536,1.0,0,1,4,1100,0,1.0,19,277000.0
1966,3.0,1.0,1810,12375,2.0,0,1,3,1810,0,0.9981,6,326500.0
1965,3.0,2.0,2130,35169,1.0,0,1,4,2130,0,0.9981,31,880000.0
1760,2.0,1.75,2080,4800,1.0,0,1,5,1080,1000,1.0,97,740000.0
1355,3.0,1.0,1660,7500,1.0,0,1,4,1060,600,1.0,19,458000.0
1767,4.0,1.75,1640,4240,1.0,0,1,5,920,720,1.0,99,635200.0
1365,3.0,1.0,1050,9206,1.5,0,1,3,1050,0,1.0,15,360000.0
2494,3.0,1.0,2120,7735,1.0,0,1,4,1060,1060,1.0,53,300000.0
3500,4.0,3.0,3700,20570,1.0,0,1,4,1850,1850,0.9981,28,1728000.0
4545,4.0,1.75,3550,19865,2.0,0,1,3,3550,0,0.9987,18,2100000.0
2612,4.0,2.75,3790,10669,2.0,0,1,3,3790,0,0.9981,21,875000.0
1159,3.0,2.25,1990,6350,2.0,0,1,3,1990,0,1.0006,9,180000.0
3384,3.0,2.0,2340,3477,1.0,0,2,5,1170,1170,1.0,49,560000.0
2628,4.0,3.5,2690,6164,2.0,0,1,3,2690,0,0.9981,18,699850.0
1427,3.0,1.5,1010,7683,1.5,0,1,5,1010,0,1.0,67,405000.0
3381,3.0,1.5,1760,6723,1.0,0,1,3,1160,600,1.0,16,470000.0
881,3.0,2.5,2140,8925,2.0,0,1,3,2140,0,0.9981,29,640000.0
3869,3.0,1.0,1130,12519,1.0,0,1,3,1130,0,1.0006,16,243069.23076900002
2275,4.0,3.0,2130,6325,1.0,0,1,5,1440,690,1.0,35,620000.0
2557,4.0,2.5,2250,7526,2.0,0,1,3,2250,0,1.0,31,440000.0
445,4.0,2.0,2260,6000,1.0,0,1,3,1430,830,1.0,16,628000.0
3432,3.0,1.0,1180,11862,1.0,0,1,4,1180,0,0.9994,72,397990.0
2397,5.0,3.0,3480,57499,1.0,0,1,4,2340,1140,0.9987,28,532000.0
4245,3.0,2.5,2430,15264,2.0,0,1,3,2430,0,1.0006,23,362300.0
1614,4.0,2.5,3160,8281,2.0,0,1,4,3160,0,0.9981,25,1127000.0
1163,5.0,2.5,1740,8750,1.0,0,1,4,1740,0,1.0006,61,199950.0
4476,2.0,1.0,1240,27042,1.0,0,2,3,1000,240,0.9981,18,355000.0
3786,4.0,2.5,2068,7242,2.0,0,1,4,2068,0,1.0006,28,237227.85714299997
1130,4.0,2.25,2810,23400,1.0,0,2,3,1710,1100,1.0006,16,407000.0
3732,3.0,1.0,1900,33888,1.5,0,1,4,1900,0,1.0006,38,239950.0
298,4.0,2.5,2450,4247,2.0,0,1,3,2450,0,0.9974,97,712198.0
402,3.0,2.5,2375,4094,2.0,0,1,3,2375,0,0.9974,18,712000.0
1382,3.0,2.25,1890,7200,1.0,0,1,4,1230,660,1.0,47,435000.0
3510,5.0,3.5,5850,22885,2.0,0,3,4,4670,1180,0.9981,20,1700000.0
2608,3.0,2.0,1750,15500,1.0,0,1,3,1490,260,0.9981,38,472500.0
250,3.0,1.5,1240,7735,1.0,0,1,4,1240,0,0.9981,19,523000.0
475,2.0,1.0,1470,6120,1.0,0,1,2,1470,0,1.0,80,400000.0
3311,4.0,3.25,4130,112521,2.0,0,1,3,4130,0,0.9981,42,1900000.0
1880,3.0,2.0,1560,8640,1.0,0,1,5,1560,0,0.9987,53,465000.0
2585,4.0,2.5,3290,6465,2.0,0,1,3,3290,0,0.9981,18,716500.0
508,3.0,1.0,1050,5664,1.0,0,1,4,910,140,1.0,32,445000.0
3953,5.0,2.0,1930,9747,1.0,0,1,4,1020,910,0.9994,58,400000.0
4534,3.0,2.25,1481,2820,2.0,0,1,3,1481,0,1.0013,108,240000.0
3337,3.0,1.75,1580,11750,1.0,0,1,4,1180,400,1.0,21,575000.0
2706,3.0,2.5,2420,8252,2.0,0,1,3,2420,0,0.9981,14,455600.0
1908,2.0,1.5,1088,1360,2.0,0,1,3,1088,0,0.9987,11,250000.0
2260,3.0,1.75,1050,6150,1.5,0,1,4,950,100,1.0,92,400000.0
2875,4.0,2.5,4270,43386,1.0,0,1,3,2680,1590,0.9987,29,975000.0
4433,3.0,3.25,1470,1235,2.0,0,1,3,1180,290,1.0,12,300000.0
2772,4.0,3.0,3680,5854,1.0,0,4,3,2060,1620,1.0,9,980000.0
791,4.0,2.5,2920,4000,1.5,0,1,5,1910,1010,1.0,32,1400000.0
4202,2.0,1.0,970,3400,1.0,0,1,3,970,0,1.0,9,546000.0
1726,3.0,2.5,2690,4047,3.0,0,1,3,2690,0,1.0,6,979000.0
2757,3.0,1.75,1560,5520,1.0,0,1,4,780,780,1.0,76,524000.0
1154,2.0,1.0,1200,9000,1.0,0,3,5,1200,0,1.0006,103,255000.0
547,2.0,2.0,1270,1372,3.0,0,1,3,1270,0,1.0,20,438000.0
2410,5.0,3.25,3010,1074218,1.5,0,1,5,2010,1000,0.9987,89,542500.0
4449,3.0,3.25,2220,8227,1.5,0,1,5,1770,450,1.0,91,569000.0
33,5.0,1.75,2120,8399,1.0,0,1,4,1320,800,1.0,38,377691.0
242,3.0,2.25,2000,8030,1.0,0,1,4,1000,1000,0.9981,57,420000.0
378,3.0,1.75,1170,8740,1.0,0,1,4,1170,0,0.9974,52,440000.0
1980,5.0,2.75,3320,23760,2.0,0,1,4,2190,1130,0.9981,45,622500.0
2140,3.0,3.25,4340,4947,2.0,0,4,3,3060,1280,1.0,27,2475000.0
1325,4.0,2.75,2490,9714,1.0,0,1,4,1400,1090,0.9987,37,608000.0
10,2.0,1.5,1020,1525,2.0,0,1,3,1020,0,1.0,17,212000.0
2336,5.0,4.75,3830,35000,1.0,0,1,3,2130,1700,0.9987,44,480000.0
24,2.0,1.0,830,6017,1.0,0,1,4,830,0,1.0,41,282613.0
2483,3.0,1.75,1590,9620,1.0,0,1,3,1590,0,1.0,20,349000.0
2282,4.0,1.75,2000,3988,1.0,0,5,4,1000,1000,1.0,48,810000.0
3504,3.0,2.5,2430,10500,2.0,0,2,3,2430,0,0.9981,31,1027000.0
1629,5.0,2.5,2820,67518,2.0,0,1,3,2820,0,0.9981,6,675000.0
935,5.0,3.75,3870,8225,2.0,0,1,3,3870,0,0.9981,14,0.0
4370,2.0,1.0,580,7500,1.0,0,1,3,580,0,1.0019,18,90000.0
1322,5.0,3.0,2870,4369,2.0,0,1,3,2090,780,0.9987,13,540000.0
1083,3.0,2.5,2250,7294,2.0,0,1,3,2250,0,1.0006,26,308900.0
1410,2.0,2.0,1180,9265,1.0,0,1,3,1180,0,1.0,24,257500.0
3829,2.0,1.5,1010,7719,2.0,0,1,3,1010,0,1.0006,7,306888.0
3858,3.0,1.5,1520,7123,1.0,0,1,4,1520,0,1.0006,61,292600.0
2487,3.0,2.25,2120,15003,2.0,0,1,3,2120,0,1.0,36,345000.0
1239,4.0,2.25,2060,10358,1.0,0,1,4,1320,740,0.9981,58,558000.0
3010,3.0,1.0,1140,8366,1.0,0,1,5,1140,0,1.0,77,171224.8
1818,4.0,2.25,2000,3672,2.0,0,1,5,1650,350,1.0,94,402000.0
1198,4.0,2.5,3190,8684,1.0,0,4,5,1680,1510,0.9981,53,1216000.0
4459,3.0,2.5,2010,14298,2.0,0,1,3,2010,0,0.9981,16,350000.0
2202,3.0,4.5,4380,47044,2.0,1,4,3,3720,660,1.0006,30,995000.0
3511,4.0,3.0,4040,20001,1.0,0,1,3,2020,2020,0.9981,19,1388000.0
3860,4.0,1.75,1920,7700,2.0,0,1,4,1920,0,1.0006,50,415000.0
2023,4.0,2.5,1930,9653,1.0,0,1,4,1930,0,1.0013,52,465000.0
1458,2.0,2.5,1240,2689,2.0,0,1,3,1240,0,1.0013,34,174500.0
3670,4.0,2.0,1930,6600,1.0,0,1,4,1030,900,1.0026,53,268000.0
347,4.0,2.5,2170,9600,1.0,0,1,3,1460,710,0.9974,40,550000.0
2346,4.0,2.5,2740,43101,2.0,0,1,3,2740,0,0.9987,27,630000.0
3544,5.0,2.5,2630,9216,2.0,0,1,3,2630,0,0.9987,17,525000.0
3122,2.0,1.0,1030,4841,1.0,0,1,3,920,110,1.0,51,535000.0
429,3.0,1.75,2240,10578,2.0,0,1,5,1550,690,1.0,97,750000.0
3103,4.0,3.5,3460,3997,2.0,0,1,3,2560,900,1.0,17,1315000.0
1877,3.0,2.0,1650,9641,1.5,0,1,3,1650,0,0.9987,11,410000.0
2338,3.0,1.0,1390,12823,1.0,0,1,4,1390,0,0.9987,52,319000.0
3152,3.0,1.75,1420,1189,3.0,0,1,3,1420,0,1.0,14,455000.0
4151,4.0,2.5,2210,7079,2.0,0,1,3,2210,0,1.0006,27,382500.0
2768,3.0,1.75,1790,6117,1.0,0,3,3,1350,440,1.0,24,790000.0
2361,4.0,2.5,2050,34222,2.0,0,1,4,2050,0,0.9987,31,540000.0
2035,5.0,2.5,3840,16905,2.0,0,1,3,3840,0,1.0013,29,556000.0
112,4.0,2.5,2730,4800,1.5,0,1,5,2230,500,1.0,32,980000.0
4211,3.0,2.5,2490,4000,2.0,0,1,5,1670,820,1.0,102,1145000.0
4143,4.0,2.5,2100,4237,2.0,0,1,3,2100,0,1.0006,14,268500.0
340,4.0,2.5,3330,7399,2.0,0,1,3,3330,0,0.9974,11,760000.0
1281,3.0,1.0,950,9400,1.0,0,1,4,950,0,0.9981,41,248000.0
2308,4.0,2.75,1800,5453,1.0,0,1,3,1050,750,1.0006,18,344500.0
913,4.0,2.25,3190,11597,2.0,0,1,3,2300,890,0.9981,36,750000.0
1723,2.0,1.0,720,6687,1.0,0,1,3,720,0,1.0,21,329350.0
1765,4.0,2.0,2300,3400,1.5,0,1,5,1550,750,1.0,105,619000.0
3592,2.0,1.0,1060,1600,2.0,0,1,3,1060,0,1.0,6,353250.0
4531,3.0,1.0,960,7314,1.0,0,1,5,960,0,1.0013,60,205000.0
2916,3.0,2.5,2650,40705,2.0,0,1,3,2650,0,0.9987,26,592105.714286
1150,4.0,2.0,2120,8701,1.5,0,1,4,2120,0,1.0006,19,250000.0
1346,4.0,1.75,1600,6380,1.0,0,1,3,1130,470,1.0,31,495000.0
3770,2.0,1.0,1780,81021,1.0,0,4,4,1780,0,1.0006,41,270000.0
2537,4.0,2.75,3070,7201,2.0,0,1,3,3070,0,1.0,14,535000.0
2687,3.0,1.0,1010,9945,1.0,0,1,4,1010,0,0.9981,47,310000.0
3716,2.0,1.0,780,16344,1.0,0,1,1,780,0,1.0026,78,7800.0
1661,3.0,2.5,1820,4910,2.0,0,1,3,1820,0,0.9981,27,532000.0
3312,3.0,1.75,1760,10780,1.0,0,1,3,1760,0,0.9981,16,554000.0
1756,3.0,2.0,1670,4572,1.5,0,1,3,1670,0,1.0,89,585000.0
3879,2.0,1.5,1660,4680,1.0,0,1,5,830,830,1.0006,112,368000.0
1829,3.0,2.5,1220,1330,2.0,0,1,3,1010,210,1.0,12,457000.0
3096,3.0,2.5,1540,1614,3.0,0,1,3,1470,70,1.0,12,413450.0
156,4.0,2.5,2230,4541,2.0,0,1,3,2230,0,1.0,14,253000.0
3805,6.0,3.0,1880,7200,1.0,0,1,4,1880,0,1.0006,54,326000.0
3862,3.0,2.5,2600,5100,2.0,0,2,3,2600,0,1.0006,14,583000.0
3594,4.0,2.5,2920,7200,1.0,0,4,3,1470,1450,1.0,14,1050000.0
3774,4.0,2.75,2140,10316,2.0,0,1,3,2140,0,1.0006,27,359500.0
1071,4.0,2.5,1920,8497,2.0,0,1,3,1920,0,1.0006,14,270000.0
1241,4.0,4.5,3850,13551,2.0,0,3,3,3000,850,0.9981,14,995000.0
753,2.0,1.0,1060,7200,1.0,0,1,4,1060,0,1.0,21,299995.0
948,3.0,1.75,1960,8136,1.0,0,1,3,980,980,1.0,26,340000.0
2012,5.0,2.5,3090,12750,1.0,0,1,3,1750,1340,1.0013,23,384900.0
4505,3.0,3.0,3700,10375,2.0,0,1,3,3700,0,1.0013,38,489000.0
2351,4.0,2.25,2450,62290,2.0,0,1,3,2450,0,0.9987,44,510000.0
4266,3.0,2.0,1020,1204,2.0,0,1,3,720,300,1.0,17,238000.0
258,3.0,1.0,1250,7300,1.0,0,1,4,1250,0,0.9981,64,385000.0
4582,4.0,1.5,1590,131551,1.0,0,4,4,1590,0,0.9994,54,107500.0
3358,4.0,3.0,2840,4120,1.5,0,1,4,2060,780,1.0,89,735000.0
2132,2.0,1.0,800,5000,1.0,0,1,3,800,0,1.0,6,435000.0
2251,3.0,2.5,2050,6420,1.0,0,4,3,1730,320,1.0,19,670000.0
3828,4.0,2.5,1960,7133,2.0,0,1,3,1960,0,1.0006,18,369990.0
4076,4.0,2.75,2610,8760,1.0,0,1,4,1760,850,0.9994,20,762500.0
555,4.0,3.0,2370,3672,1.5,0,1,5,1650,720,1.0,104,471500.0
2204,2.0,1.75,1950,10766,1.0,0,4,4,1160,790,1.0006,68,669000.0
3029,3.0,2.25,1450,1445,2.0,0,1,3,980,470,1.0,15,482500.0
86,2.0,1.0,1500,6685,1.0,0,1,3,1190,310,1.0,17,245000.0
350,6.0,2.75,2630,16411,1.0,0,1,4,1650,980,0.9974,46,583000.0
1671,4.0,3.5,3200,3250,2.0,0,1,3,2670,530,0.9981,13,795000.0
732,3.0,1.75,1020,7020,1.5,0,1,4,1020,0,1.0,37,360000.0
1212,3.0,2.25,3060,12095,2.0,0,1,3,3060,0,0.9981,11,860000.0
3041,3.0,2.25,1660,6000,1.0,0,1,3,1110,550,1.0,6,425000.0
1801,3.0,1.75,1310,8065,1.0,0,1,4,1310,0,1.0,72,435000.0
1646,4.0,2.5,1900,5790,2.0,0,1,3,1900,0,0.9981,26,535800.0
3072,2.0,2.25,1540,965,3.0,0,1,3,1540,0,1.0,13,640000.0
2924,3.0,2.0,1240,10800,1.0,0,1,3,1240,0,1.0,10,297950.0
4479,3.0,2.5,2480,37843,1.5,1,4,4,2480,0,0.9981,46,663000.0
454,2.0,2.0,1360,4688,1.0,0,1,3,780,580,1.0,76,488000.0
217,4.0,2.5,1940,10200,1.0,0,1,4,1140,800,1.0,43,315000.0
3542,2.0,1.5,2730,19877,1.0,0,1,4,1570,1160,0.9987,28,460000.0
4379,3.0,1.0,1270,6405,1.5,0,1,3,1270,0,1.0019,76,153000.0
4077,4.0,4.0,3570,8250,2.0,0,1,3,2860,710,0.9994,97,597326.0
2888,4.0,2.5,2450,55387,2.0,0,1,3,2450,0,0.9987,26,620000.0
2019,4.0,1.75,1730,8320,1.0,0,1,3,1230,500,1.0013,16,258000.0
2263,4.0,2.0,2160,6300,1.5,0,2,4,2160,0,1.0,92,849000.0
4561,2.0,1.0,900,423838,1.0,0,3,5,900,0,0.9994,95,302000.0
218,3.0,2.5,1630,7950,1.0,0,1,3,1320,310,1.0,35,279000.0
4514,3.0,2.5,1550,3569,2.0,0,1,3,1550,0,1.0013,9,259000.0
1031,3.0,2.5,1900,3255,2.0,0,1,3,1900,0,0.9974,20,550000.0
2737,3.0,2.5,2380,6832,2.0,0,1,3,2380,0,0.9981,18,574000.0
4592,3.0,2.75,3150,219978,2.0,0,1,4,3000,150,1.0006,30,685000.0
4145,3.0,3.0,2500,8304,2.0,0,1,3,2500,0,1.0006,23,364900.0
1720,4.0,2.5,2440,6651,2.0,0,1,3,2440,0,1.0,6,631625.0
2427,4.0,2.25,2740,88426,2.0,0,1,3,2740,0,0.9987,29,549000.0
1351,3.0,1.5,1500,6337,1.0,0,1,5,1500,0,1.0,67,270000.0
2221,3.0,1.75,1570,15330,1.0,0,1,3,1080,490,1.0006,19,289987.5
3796,2.0,1.0,700,5200,1.0,0,1,5,700,0,1.0006,22,155000.0
3058,3.0,3.25,2660,4000,2.0,0,1,3,2170,490,1.0,17,915000.0
3295,4.0,2.75,2250,3433,1.5,0,1,3,1500,750,1.0,7,1050000.0
319,4.0,2.5,2060,7475,1.0,0,1,3,1440,620,0.9974,35,575550.0
796,2.0,1.75,1660,6000,1.0,0,1,3,1160,500,1.0,21,484000.0
2344,5.0,2.25,2230,9600,1.0,0,1,3,1320,910,0.9987,42,482000.0
1105,3.0,2.0,1470,20000,1.0,0,1,4,1470,0,1.0006,52,254600.0
938,3.0,1.0,1090,6435,1.0,0,1,4,1090,0,1.0,11,365000.0
2697,3.0,2.25,1410,14110,1.0,0,3,3,1170,240,0.9981,20,352500.0
93,5.0,2.5,3650,9050,2.0,0,5,5,3370,280,1.0,99,2384000.0
3126,3.0,1.5,1360,885,3.0,0,1,3,1360,0,1.0,12,359000.0
2302,4.0,2.25,2130,8078,1.0,0,1,4,1380,750,1.0006,43,311100.0
2388,5.0,3.5,4490,6000,2.0,0,1,3,3200,1290,0.9987,14,890000.0
2278,4.0,2.5,3160,4620,1.5,0,5,3,2020,1140,1.0,15,1280000.0
1632,2.0,2.5,1590,1426,2.0,0,1,3,1590,0,0.9981,6,419190.0
2370,4.0,1.75,2860,48351,1.0,0,1,3,1710,1150,0.9987,42,530000.0
1481,4.0,2.5,2800,9538,2.0,0,1,3,2800,0,1.0013,27,350000.0
371,4.0,2.25,2030,11585,1.0,0,1,4,1590,440,0.9974,53,545000.0
1586,5.0,3.75,3630,6000,1.5,0,1,3,2470,1160,0.9981,17,1180000.0
3377,3.0,1.75,1840,8601,1.0,0,1,3,920,920,1.0,6,285000.0
4017,2.0,1.0,860,3874,1.0,0,1,4,860,0,1.0006,89,290300.0
401,4.0,2.5,2180,10140,1.0,0,1,4,1180,1000,0.9974,52,540000.0
459,3.0,1.5,1080,2940,1.5,0,1,4,1080,0,1.0,100,395000.0
3306,5.0,3.25,2900,12160,1.0,0,1,4,1890,1010,0.9981,53,790000.0
1137,2.0,1.0,1080,3899,1.0,0,1,4,1080,0,1.0006,48,195000.0
3699,2.0,1.0,860,6600,1.0,0,1,5,860,0,1.0026,71,200000.0
2506,3.0,1.5,1320,13200,1.0,0,1,3,1320,0,1.0,6,327000.0
3165,2.0,1.5,1070,1200,2.0,0,1,3,1070,0,1.0,21,312500.0
1956,3.0,2.25,1990,7340,2.0,0,1,3,1990,0,0.9981,36,445000.0
4188,4.0,2.5,1954,4805,2.0,0,1,3,1954,0,1.0006,15,268971.875
2409,4.0,3.5,3070,4684,2.0,0,1,3,2190,880,0.9987,11,785000.0
1607,3.0,1.75,3600,8666,2.0,0,1,4,2400,1200,0.9981,72,461000.0
3141,4.0,2.5,2310,3570,1.5,0,1,3,1490,820,1.0,6,700000.0
640,3.0,2.5,1520,3593,2.0,0,1,3,1520,0,0.9994,17,288000.0
3115,2.0,2.25,1260,1240,3.0,0,1,3,1260,0,1.0,17,485000.0
2274,2.0,1.0,860,6050,1.0,0,1,3,860,0,1.0,12,370000.0
3233,2.0,2.25,1230,929,2.0,0,1,3,1020,210,1.0,17,460000.0
2665,3.0,3.0,4120,60392,2.0,0,3,3,3180,940,0.9987,26,560000.0
2622,3.0,2.5,1990,3984,2.0,0,1,3,1990,0,0.9981,17,560200.0
1619,4.0,2.25,1950,9800,1.0,0,1,3,1330,620,0.9981,23,560000.0
2667,4.0,3.25,3540,159430,2.0,0,1,3,3540,0,0.9987,13,800000.0
62,1.0,1.0,930,7129,1.0,0,1,3,930,0,1.0,26,210000.0
4521,4.0,1.75,1900,10588,1.0,0,1,5,1900,0,1.0013,62,265000.0
41,3.0,1.5,1460,5040,1.0,0,1,3,1100,360,1.0,49,329932.0
161,3.0,2.5,2090,4700,2.0,0,1,3,2090,0,1.0,18,289000.0
2242,3.0,1.0,1100,4600,1.0,0,1,3,1100,0,1.0,11,450000.0
4291,4.0,2.5,3340,12248,2.0,0,2,3,2470,870,1.0,14,870000.0
2141,5.0,2.75,2870,4461,1.0,0,1,3,1650,1220,1.0,44,646000.0
4198,2.0,1.75,1560,1750,1.0,0,1,4,780,780,1.0,116,494400.0
3215,3.0,2.0,1780,5720,1.0,0,1,5,980,800,1.0,95,680000.0
1733,3.0,1.5,1310,3880,1.0,0,1,3,1090,220,1.0,19,717000.0
3087,2.0,1.75,1170,2400,1.0,0,1,4,740,430,1.0,117,499000.0
4584,3.0,2.75,2100,10362,2.0,0,1,3,1510,590,0.9994,14,525000.0
2548,4.0,2.5,2520,7253,2.0,0,1,3,2520,0,1.0,11,442000.0
4126,4.0,2.25,1930,7452,1.0,0,1,3,1430,500,1.0006,36,312000.0
550,3.0,1.5,1270,1413,3.0,0,1,3,1270,0,1.0,13,440000.0
3135,3.0,1.75,1980,5100,1.0,0,1,3,1270,710,1.0,27,432500.0
158,3.0,2.5,2670,13218,1.0,0,1,4,2670,0,1.0,32,425000.0
4071,4.0,3.5,2970,14486,2.0,0,1,3,2340,630,0.9994,23,905000.0
1069,3.0,2.5,2680,7836,2.0,0,1,3,2680,0,1.0006,11,350000.0
2495,5.0,3.5,3200,43560,2.0,0,1,3,3200,0,1.0,31,499950.0
4268,2.0,1.0,1730,6375,2.0,0,1,4,1730,0,1.0,75,396675.0
2077,3.0,2.5,3170,12750,2.0,0,1,3,2360,810,1.0013,25,405000.0
2307,3.0,2.5,3050,158558,1.0,0,1,4,3050,0,1.0006,33,555000.0
2638,5.0,2.75,2730,22572,1.0,0,1,3,2080,650,0.9981,28,599000.0
630,3.0,1.75,1410,8100,2.0,0,1,3,1410,0,0.9994,35,263000.0
376,4.0,1.75,1770,9375,1.0,0,1,4,1170,600,0.9974,52,507000.0
3011,5.0,2.5,3390,9760,1.0,0,1,5,1750,1640,1.0,42,288500.0
4500,4.0,1.0,1920,13787,1.0,0,1,4,1220,700,1.0013,54,170000.0
3635,4.0,2.75,2840,4000,1.5,0,1,5,1960,880,1.0,108,870000.0
2131,4.0,2.5,1990,2175,2.0,0,1,3,1680,310,1.0,15,595000.0
1381,3.0,1.75,1640,13500,1.0,0,1,3,1110,530,1.0,24,450000.0
1599,4.0,2.5,3360,11548,2.0,0,1,3,3360,0,0.9981,20,950000.0
4418,5.0,2.5,2760,6000,2.0,0,1,3,2760,0,1.0,14,300000.0
3149,2.0,1.0,830,2820,1.0,0,1,4,830,0,1.0,100,519000.0
2272,3.0,3.25,2310,3075,2.0,0,1,3,1730,580,1.0,15,589500.0
4343,3.0,2.75,2170,7900,1.0,0,1,4,1380,790,1.0013,20,296500.0
3005,4.0,1.75,1120,8250,1.0,0,1,4,1120,0,1.0,54,252000.0
4199,4.0,2.75,2250,5700,1.0,0,1,3,1200,1050,1.0,26,648475.0
3318,5.0,2.5,2700,21208,1.0,0,1,4,1950,750,0.9981,11,625000.0
2366,3.0,2.5,3200,203425,1.0,0,1,3,3200,0,0.9987,20,839000.0
1326,3.0,2.5,2600,7465,2.0,0,1,3,2600,0,0.9987,20,571000.0
3316,4.0,2.5,2650,18295,2.0,0,1,3,2650,0,0.9981,34,725000.0
1226,4.0,2.0,1210,11100,1.0,0,1,4,1210,0,0.9981,11,483300.0
3997,3.0,1.75,1770,8235,1.0,0,1,3,1030,740,1.0006,8,295000.0
3077,7.0,2.5,2580,5750,1.0,0,1,4,1880,700,1.0,119,599000.0
1267,3.0,2.25,2880,9750,2.0,0,1,3,2880,0,0.9981,31,820000.0
406,5.0,2.0,2190,9072,1.0,0,1,5,1110,1080,0.9974,55,600000.0
3925,6.0,3.0,3470,117612,1.5,0,1,3,3470,0,0.9994,9,475000.0
2529,3.0,1.0,1000,9150,1.0,0,1,3,1000,0,1.0,10,265000.0
1012,3.0,2.25,2230,9053,2.0,0,1,4,2230,0,0.9974,33,600000.0
2658,3.0,2.0,1640,9972,1.0,0,1,4,1640,0,0.9981,43,540833.333333
2929,4.0,2.5,3360,7685,2.0,0,1,3,3360,0,1.0,19,455000.0
859,4.0,2.5,2460,4200,2.0,0,1,3,2460,0,0.9981,14,611000.0
947,3.0,1.5,850,2500,1.0,0,1,3,850,0,1.0,34,295000.0
4583,3.0,1.0,1000,8512,1.0,0,1,3,1000,0,0.9994,29,171758.333333
3894,3.0,1.5,1890,9450,1.0,0,1,3,1090,800,1.0006,20,270000.0
3615,3.0,1.5,2210,6300,1.5,0,1,5,2210,0,1.0,104,799000.0
2151,4.0,2.5,1950,2617,1.5,0,1,4,1250,700,1.0,110,519000.0
308,2.0,2.5,1480,1369,3.0,0,1,3,1480,0,0.9974,11,420000.0
232,2.0,1.75,1460,7926,1.0,0,1,4,1460,0,1.0,33,237950.0
3322,4.0,2.5,2840,12866,1.0,0,1,4,1780,1060,0.9981,43,729032.0
3360,3.0,2.5,1960,7200,1.0,0,1,4,980,980,1.0,19,635000.0
1266,3.0,2.0,1890,29185,1.0,0,1,3,1470,420,0.9981,7,570000.0
1853,4.0,2.0,1440,7680,1.0,0,1,3,1200,240,0.9987,49,397000.0
1494,3.0,1.0,1290,5500,1.0,0,1,3,980,310,1.0,26,372220.0
581,3.0,1.75,1620,7540,1.0,0,1,3,1310,310,0.9994,20,258000.0
2510,3.0,2.5,2600,7210,2.0,0,1,3,2600,0,1.0,31,475000.0
3597,2.0,1.5,1180,844,2.0,0,1,3,990,190,1.0,15,345000.0
713,4.0,1.75,2180,13529,1.0,0,1,3,1090,1090,1.0,19,405000.0
3776,4.0,2.0,2370,76665,2.0,0,1,4,2370,0,1.0006,20,411000.0
2579,3.0,2.5,3010,7014,2.0,0,1,3,3010,0,1.0,11,416904.166667
843,3.0,2.5,1790,7167,2.0,0,1,3,1790,0,0.9981,31,515000.0
386,4.0,3.25,3090,9571,2.0,0,1,3,2370,720,0.9974,17,751000.0
285,4.0,2.25,1740,8449,1.0,0,1,4,1170,570,0.9981,48,455000.0
3054,6.0,1.75,1840,2774,1.0,0,1,3,1060,780,1.0,15,660000.0
1044,4.0,2.5,3630,42884,1.5,0,1,3,2300,1330,1.0006,6,400000.0
4387,4.0,2.5,2170,8518,1.0,0,4,3,1350,820,1.0019,15,415000.0
3230,2.0,1.0,1140,5400,1.0,0,1,5,1140,0,1.0,112,549000.0
145,3.0,1.75,1490,8366,1.0,0,1,4,1010,480,1.0,45,234000.0
4281,3.0,2.0,1060,5750,1.0,0,1,3,1060,0,1.0,7,315000.0
1302,2.0,1.0,710,1157,2.0,0,1,4,710,0,1.0,77,399950.0
2210,3.0,1.0,2710,19000,2.0,0,4,4,2710,0,1.0006,37,410000.0
3762,4.0,1.5,2050,7100,1.0,0,1,3,1050,1000,1.0006,12,265000.0
3907,2.0,1.0,870,11100,1.0,0,1,3,870,0,1.0006,24,234000.0
